date,BID_open,BID_high,BID_low,BID_close,BID_volume_millions
2024-04-01 00:00:00,1.26372,1.26416,1.26334,1.26346,3905.800048828125
2024-04-01 01:00:00,1.26345,1.26388,1.26262,1.26271,3477.409912109375
2024-04-01 02:00:00,1.26271,1.2632,1.26254,1.26297,2058.679931640625
2024-04-01 03:00:00,1.26298,1.26345,1.26254,1.26339,2070.050048828125
2024-04-01 04:00:00,1.2634,1.26352,1.2627,1.26293,2397.52001953125
2024-04-01 05:00:00,1.26293,1.26301,1.26228,1.26276,2441.89990234375
2024-04-01 06:00:00,1.26273,1.26288,1.26223,1.26262,2350.52001953125
2024-04-01 07:00:00,1.26262,1.26312,1.26171,1.26202,2986.39990234375
2024-04-01 08:00:00,1.262,1.26274,1.26157,1.26223,3275.219970703125
2024-04-01 09:00:00,1.26223,1.26241,1.26186,1.26197,1748.699951171875
2024-04-01 10:00:00,1.26198,1.26202,1.26086,1.26112,2644.830078125
2024-04-01 11:00:00,1.26112,1.26169,1.26085,1.26141,1651.449951171875
2024-04-01 12:00:00,1.2614,1.26162,1.26025,1.2612,3847.5
2024-04-01 13:00:00,1.26119,1.26132,1.25958,1.26011,4758.68994140625
2024-04-01 14:00:00,1.2601,1.2601,1.25584,1.25622,8592.6796875
2024-04-01 15:00:00,1.25622,1.25636,1.25393,1.25419,4206.259765625
2024-04-01 16:00:00,1.25419,1.25474,1.25408,1.2545,2051.159912109375
2024-04-01 17:00:00,1.25453,1.25496,1.25449,1.25487,2275.35009765625
2024-04-01 18:00:00,1.25486,1.25491,1.25416,1.25421,3039.389892578125
2024-04-01 19:00:00,1.25422,1.25479,1.2542,1.25472,2624.25
2024-04-01 20:00:00,1.25473,1.25512,1.25461,1.25512,837.47998046875
2024-04-01 21:00:00,1.25511,1.25596,1.25487,1.25523,1514.6400146484375
2024-04-01 22:00:00,1.25527,1.25542,1.25478,1.25481,1179.0899658203125
2024-04-01 23:00:00,1.2548,1.2549,1.25428,1.25458,1378.530029296875
2024-04-02 00:00:00,1.25457,1.25482,1.25409,1.25467,4320.75
2024-04-02 01:00:00,1.25465,1.2549,1.25406,1.25451,4237.22021484375
2024-04-02 02:00:00,1.25451,1.25466,1.25404,1.25466,2597.989990234375
2024-04-02 03:00:00,1.25466,1.25474,1.25407,1.25413,1955.77001953125
2024-04-02 04:00:00,1.25413,1.25454,1.25402,1.25442,1087.9599609375
2024-04-02 05:00:00,1.25442,1.25479,1.25406,1.25413,2659.590087890625
2024-04-02 06:00:00,1.25415,1.25489,1.25391,1.25488,3686.10009765625
2024-04-02 07:00:00,1.25487,1.25567,1.25472,1.25536,4361.64013671875
2024-04-02 08:00:00,1.25536,1.25645,1.25478,1.25617,4499.72998046875
2024-04-02 09:00:00,1.25616,1.25736,1.25612,1.25686,3389.56005859375
2024-04-02 10:00:00,1.25687,1.25692,1.25591,1.25672,3324.72998046875
2024-04-02 11:00:00,1.25671,1.25758,1.25607,1.25731,3457.10009765625
2024-04-02 12:00:00,1.25731,1.25763,1.25539,1.25565,4990.56005859375
2024-04-02 13:00:00,1.25566,1.25632,1.25518,1.25612,6865.06005859375
2024-04-02 14:00:00,1.25611,1.2576,1.25546,1.25659,10476.3603515625
