date,tx_open,tx_high,tx_low,tx_close,tx_volume,tx_vwap,tx_transactions,bid_open,bid_high,bid_low,bid_close,bid_volume_mil,ask_open,ask_high,ask_low,ask_close,ask_volume_mil
2024-04-28 21:00:00,1.24827,1.24908,1.24811,1.24898,83.0,1.249,83,1.24632,1.24907,1.24623,1.24873,464.8599853515625,1.24926,1.25082,1.24852,1.25034,587.6400146484375
2024-04-28 22:00:00,1.24993,1.25002,1.24984,1.25002,204.0,1.25,204,1.24917,1.25009,1.24917,1.24999,669.3699951171875,1.24974,1.25019,1.24961,1.2501,711.510009765625
2024-04-28 23:00:00,1.25003,1.251,1.24989,1.25093,1890.0,1.2504,1890,1.25004,1.25096,1.24988,1.25093,692.1300048828125,1.25012,1.25102,1.24998,1.25099,662.02001953125
2024-04-29 00:00:00,1.25091,1.2517,1.2506,1.25151,4211.0,1.2512,4211,1.25093,1.25166,1.25073,1.2515,1838.0999755859373,1.25098,1.25172,1.25079,1.25157,1896.5699462890625
2024-04-29 01:00:00,1.25152,1.25232,1.2511,1.25213,7095.0,1.2517,7095,1.25149,1.25233,1.25121,1.25222,4110.5400390625,1.25154,1.25239,1.25129,1.25228,4891.27978515625
2024-04-29 02:00:00,1.25214,1.2528,1.2519,1.25261,5572.0,1.2524,5572,1.25223,1.25281,1.25201,1.25263,2011.949951171875,1.25229,1.25291,1.25209,1.25269,2198.030029296875
2024-04-29 03:00:00,1.2526,1.25273,1.252,1.25222,3846.0,1.2524,3846,1.25263,1.25273,1.25208,1.25222,1608.06005859375,1.25268,1.2528,1.25218,1.25229,1297.43994140625
2024-04-29 04:00:00,1.25218,1.2549,1.252,1.25413,10007.0,1.2537,10007,1.25221,1.25482,1.25204,1.2542,8444.8203125,1.25229,1.25487,1.2521,1.2543,8951.6298828125
2024-04-29 05:00:00,1.25413,1.2548,1.2533,1.25351,8534.0,1.2541,8534,1.25421,1.25473,1.25347,1.25359,6964.6298828125,1.25428,1.25483,1.25354,1.25366,5513.27978515625
2024-04-29 06:00:00,1.2535,1.25393,1.2521,1.25218,7543.0,1.2531,7543,1.25359,1.25394,1.25222,1.25226,4801.83984375,1.25365,1.254,1.2523,1.25231,5130.669921875
2024-04-29 07:00:00,1.25219,1.25334,1.2513,1.25297,11672.0,1.2525,11672,1.25227,1.25333,1.2514,1.25298,8461.1201171875,1.25232,1.25338,1.25147,1.25307,10863.1103515625
2024-04-29 08:00:00,1.25297,1.254,1.2511,1.25183,9649.0,1.2528,9649,1.25298,1.254,1.25119,1.25181,7206.0400390625,1.25306,1.25406,1.25126,1.25188,6900.580078125
2024-04-29 09:00:00,1.25186,1.25363,1.2506,1.2529,8071.0,1.252,8071,1.25182,1.25361,1.25072,1.25311,3988.199951171875,1.25188,1.25366,1.25078,1.25316,4030.889892578125
2024-04-29 10:00:00,1.25312,1.25359,1.2525,1.25298,6707.0,1.253,6707,1.2531,1.25357,1.25259,1.25298,3390.300048828125,1.25317,1.25362,1.25264,1.25305,2897.260009765625
2024-04-29 11:00:00,1.25298,1.2541,1.2525,1.25316,7017.0,1.2533,7017,1.25298,1.25406,1.25269,1.25315,3610.06005859375,1.25304,1.25413,1.25277,1.25322,3464.260009765625
2024-04-29 12:00:00,1.25317,1.2544,1.2526,1.25296,9506.0,1.2537,9506,1.25315,1.25434,1.25266,1.25295,4148.14013671875,1.25323,1.25441,1.25271,1.253,4294.919921875
2024-04-29 13:00:00,1.25298,1.25323,1.2513,1.25199,10681.0,1.2523,10681,1.25299,1.2532,1.25143,1.25205,6447.240234375,1.25303,1.25325,1.2515,1.25208,6505.4501953125
2024-04-29 14:00:00,1.25206,1.25492,1.2519,1.25481,10155.0,1.2535,10155,1.25207,1.25492,1.25204,1.25479,5424.990234375,1.2521,1.25496,1.2521,1.25484,5021.85009765625
2024-04-29 15:00:00,1.25477,1.25549,1.2542,1.25508,8432.0,1.255,8432,1.25478,1.25548,1.2543,1.25507,3586.47998046875,1.25483,1.25555,1.25435,1.25515,3714.889892578125
2024-04-29 16:00:00,1.25508,1.2569,1.2549,1.25631,8823.0,1.2563,8823,1.25508,1.25693,1.25504,1.2563,5235.5400390625,1.25515,1.25701,1.25511,1.25637,5042.47998046875
2024-04-29 17:00:00,1.2563,1.25692,1.2558,1.25619,6485.0,1.2565,6485,1.25628,1.25691,1.25589,1.25621,2909.22998046875,1.25635,1.25698,1.25598,1.25629,3385.949951171875
2024-04-29 18:00:00,1.25617,1.2565,1.2554,1.25631,5924.0,1.256,5924,1.25622,1.25646,1.25558,1.25632,2447.280029296875,1.25627,1.25652,1.25567,1.25638,3179.280029296875
2024-04-29 19:00:00,1.25631,1.25631,1.2551,1.25608,6428.0,1.2558,6428,1.2563,1.2563,1.25518,1.25612,3163.43994140625,1.25635,1.25637,1.25524,1.25617,2474.669921875
2024-04-29 20:00:00,1.2561,1.2565,1.2558,1.2562,3780.0,1.2562,3780,1.25612,1.25641,1.25603,1.25625,568.3800048828125,1.2562,1.25649,1.25609,1.25637,722.280029296875
2024-04-29 21:00:00,1.2562,1.2563,1.2548,1.2561,1697.0,1.256,1697,1.25614,1.25624,1.25564,1.25607,547.8699951171875,1.25636,1.25657,1.25597,1.25619,1887.22998046875
2024-04-29 22:00:00,1.25594,1.2566,1.2558,1.2559,2297.0,1.2561,2297,1.25609,1.25638,1.256,1.25603,645.6900024414062,1.25622,1.25648,1.25605,1.25607,672.75
2024-04-29 23:00:00,1.25597,1.25631,1.2557,1.25588,2773.0,1.2561,2773,1.25601,1.25632,1.25584,1.25593,1851.9599609375,1.25608,1.25638,1.25592,1.25597,1377.989990234375
2024-04-30 00:00:00,1.25587,1.2561,1.2552,1.25547,5123.0,1.2556,5123,1.25592,1.25609,1.25527,1.25546,3857.330078125,1.25597,1.25616,1.25535,1.25554,3881.639892578125
2024-04-30 01:00:00,1.25546,1.25582,1.2547,1.2549,5709.0,1.2553,5709,1.25546,1.2558,1.25483,1.25491,3049.739990234375,1.25555,1.25588,1.2549,1.25497,2694.659912109375
2024-04-30 02:00:00,1.25491,1.255,1.2543,1.25482,4689.0,1.2547,4689,1.25492,1.25498,1.25448,1.25482,1300.0799560546875,1.25497,1.25504,1.25456,1.25491,1201.8900146484375
2024-04-30 03:00:00,1.25481,1.25492,1.254,1.2544,4378.0,1.2544,4378,1.25482,1.2549,1.25417,1.25457,1959.1800537109373,1.25489,1.25497,1.25426,1.2546,2153.760009765625
2024-04-30 04:00:00,1.25457,1.2547,1.254,1.2546,3579.0,1.2544,3579,1.25456,1.25463,1.25419,1.25451,1480.4100341796875,1.25462,1.25471,1.25427,1.25459,1472.0999755859375
2024-04-30 05:00:00,1.25453,1.25462,1.253,1.25346,4850.0,1.2538,4850,1.25451,1.25459,1.25309,1.25345,3828.300048828125,1.2546,1.25468,1.25315,1.25352,3011.4599609375
2024-04-30 06:00:00,1.25349,1.2538,1.2523,1.25324,8210.0,1.253,8210,1.25347,1.25379,1.2524,1.25323,4386.1201171875,1.25353,1.25384,1.25246,1.25329,4195.89013671875
2024-04-30 07:00:00,1.25327,1.2542,1.2528,1.25411,7888.0,1.2535,7888,1.25327,1.25417,1.25288,1.25414,3839.550048828125,1.25332,1.25422,1.25295,1.2542,4072.090087890625
2024-04-30 08:00:00,1.25414,1.25417,1.2526,1.2539,6732.0,1.2535,6732,1.25413,1.25413,1.25268,1.25392,3359.0400390625,1.25423,1.25423,1.25275,1.25399,3326.18994140625
2024-04-30 09:00:00,1.2539,1.25546,1.2538,1.25439,7996.0,1.2548,7996,1.25395,1.25543,1.25391,1.25439,5750.43994140625,1.254,1.25551,1.25397,1.25446,5256.1298828125
2024-04-30 10:00:00,1.25441,1.25522,1.2539,1.2542,6596.0,1.2546,6596,1.2544,1.25518,1.25407,1.25419,3317.639892578125,1.25443,1.25524,1.25416,1.25426,2983.31005859375
2024-04-30 11:00:00,1.25419,1.2549,1.2534,1.25404,7136.0,1.2542,7136,1.25418,1.25486,1.2536,1.25401,3509.3701171875,1.25424,1.25494,1.25365,1.2541,3677.18994140625
2024-04-30 12:00:00,1.25399,1.25462,1.25016,1.25184,12024.0,1.2524,12024,1.25403,1.25459,1.25022,1.25183,10577.349609375,1.2541,1.25464,1.25028,1.25191,12103.8896484375
2024-04-30 13:00:00,1.25183,1.2538,1.2509,1.25199,12624.0,1.2525,12624,1.25182,1.25374,1.251,1.25199,11228.8701171875,1.25193,1.25383,1.25109,1.2521,10055.3603515625
2024-04-30 14:00:00,1.25201,1.25401,1.2515,1.25195,13816.0,1.2525,13816,1.25198,1.25399,1.25154,1.25194,11370.099609375,1.2521,1.25409,1.25161,1.252,12105.1396484375
2024-04-30 15:00:00,1.25197,1.2529,1.2511,1.25116,11554.0,1.252,11554,1.25195,1.25288,1.25111,1.25113,7278.60986328125,1.252,1.25299,1.25117,1.25117,6801.33984375
2024-04-30 16:00:00,1.25111,1.25146,1.2499,1.2507,9701.0,1.2507,9701,1.25112,1.25147,1.25011,1.25069,3457.840087890625,1.25117,1.25155,1.25016,1.25076,3641.8798828125
2024-04-30 17:00:00,1.25065,1.25097,1.2496,1.25094,6583.0,1.2504,6583,1.25067,1.25096,1.24974,1.25095,2896.340087890625,1.25077,1.25101,1.24982,1.25101,2858.800048828125
2024-04-30 18:00:00,1.25091,1.25121,1.2497,1.25029,5872.0,1.2506,5872,1.25097,1.25117,1.24985,1.25034,1751.22998046875,1.25102,1.25125,1.24989,1.25039,1692.989990234375
2024-04-30 19:00:00,1.2503,1.25073,1.2492,1.24958,6286.0,1.25,6286,1.25031,1.25072,1.24934,1.24956,2959.199951171875,1.25039,1.25079,1.24939,1.24961,3148.739990234375
2024-04-30 20:00:00,1.24952,1.2498,1.2488,1.249,5995.0,1.2493,5995,1.24955,1.24975,1.24898,1.24907,1962.47998046875,1.24961,1.24985,1.24907,1.24916,1995.5699462890625
2024-04-30 21:00:00,1.24906,1.2499,1.24837,1.2495,1818.0,1.2493,1818,1.24904,1.24954,1.24879,1.24935,4014.449951171875,1.24915,1.24986,1.24915,1.24951,2378.969970703125
2024-04-30 22:00:00,1.24932,1.2494,1.2487,1.24907,3200.0,1.249,3200,1.24938,1.24938,1.24885,1.24912,1188.9000244140625,1.24954,1.24954,1.24894,1.2492,1239.219970703125
2024-04-30 23:00:00,1.24907,1.2492,1.2486,1.24884,3843.0,1.2489,3843,1.24909,1.24912,1.24876,1.24884,1423.97998046875,1.24922,1.24922,1.24884,1.24893,952.3800048828124
2024-05-01 00:00:00,1.24885,1.2491,1.2479,1.2485,4844.0,1.2486,4844,1.24888,1.24908,1.2481,1.24855,2218.77001953125,1.24897,1.24918,1.24817,1.2486,2161.77001953125
2024-05-01 01:00:00,1.2486,1.249,1.248,1.2483,4038.0,1.2485,4038,1.24853,1.24891,1.24812,1.24838,3297.760009765625,1.2486,1.24897,1.24823,1.24843,1992.989990234375
2024-05-01 02:00:00,1.24834,1.2484,1.2476,1.24821,3193.0,1.2482,3193,1.24836,1.24836,1.24778,1.24823,1054.3199462890625,1.24843,1.24843,1.24789,1.24826,1039.3800048828125
2024-05-01 03:00:00,1.2481,1.2483,1.247,1.24718,3104.0,1.2476,3104,1.24822,1.24823,1.24717,1.24731,2327.10009765625,1.24826,1.24828,1.24726,1.24739,1222.260009765625
2024-05-01 04:00:00,1.24718,1.24732,1.24717,1.24717,5.0,1.2472,5,1.2473,1.24786,1.24721,1.24773,973.6500244140624,1.24739,1.24792,1.24727,1.24778,943.3800048828124
2024-05-01 05:00:00,1.24787,1.24803,1.2475,1.24757,1229.0,1.2478,1229,1.24773,1.24803,1.24742,1.24763,709.3200073242188,1.24776,1.24811,1.24747,1.24769,714.5700073242188
2024-05-01 06:00:00,1.24762,1.2479,1.2465,1.24675,5472.0,1.2472,5472,1.24762,1.24785,1.24659,1.24676,2159.969970703125,1.24768,1.24792,1.24667,1.24684,2268.330078125
2024-05-01 07:00:00,1.24677,1.24865,1.2467,1.24841,6132.0,1.2481,6132,1.24676,1.24861,1.24673,1.24843,2577.27001953125,1.24682,1.24868,1.24681,1.24852,2824.25
2024-05-01 08:00:00,1.24844,1.2498,1.24828,1.24977,6131.0,1.2489,6131,1.24845,1.2498,1.24832,1.24977,2710.64990234375,1.24853,1.24985,1.24837,1.24982,3185.550048828125
2024-05-01 09:00:00,1.24971,1.24981,1.2487,1.24901,6115.0,1.2492,6115,1.24977,1.24978,1.24876,1.24903,2731.409912109375,1.24981,1.24985,1.24884,1.24909,2435.489990234375
