date,open,high,low,close,volume,vwap,transactions
2024-04-28 21:00:00,7.26559,7.26831,7.26475,7.26554,63.0,7.2657,63
2024-04-28 22:00:00,7.26685,7.26685,7.26615,7.26615,18.0,7.2666,18
2024-04-28 23:00:00,7.26592,7.26826,7.26415,7.2649,1947.0,7.2661,1947
2024-04-29 00:00:00,7.26494,7.26642,7.26191,7.26418,5949.0,7.2648,5949
2024-04-29 01:00:00,7.2642,7.26822,7.26176,7.2628,12122.0,7.2648,12122
2024-04-29 02:00:00,7.26278,7.26418,7.25821,7.25945,11742.0,7.2616,11742
2024-04-29 03:00:00,7.25957,7.26053,7.25669,7.2586,7307.0,7.2589,7307
2024-04-29 04:00:00,7.25877,7.25889,7.25247,7.25512,15627.0,7.2547,15627
2024-04-29 05:00:00,7.25531,7.2577,7.25253,7.25547,13788.0,7.2556,13788
2024-04-29 06:00:00,7.25549,7.26047,7.2546,7.25838,12431.0,7.2569,12431
2024-04-29 07:00:00,7.2584,7.25924,7.25425,7.25632,15998.0,7.2568,15998
2024-04-29 08:00:00,7.2563,7.25888,7.25391,7.25585,12057.0,7.2566,12057
2024-04-29 09:00:00,7.25583,7.25615,7.25108,7.25184,11122.0,7.2542,11122
2024-04-29 10:00:00,7.25176,7.25205,7.24861,7.25091,8608.0,7.2506,8608
2024-04-29 11:00:00,7.25063,7.25121,7.2453,7.2486,9501.0,7.2486,9501
2024-04-29 12:00:00,7.24844,7.25207,7.24709,7.25181,10220.0,7.2497,10220
2024-04-29 13:00:00,7.25183,7.25314,7.24922,7.24949,10899.0,7.2515,10899
2024-04-29 14:00:00,7.24951,7.25002,7.24411,7.24598,10889.0,7.247,10889
2024-04-29 15:00:00,7.24598,7.2583,7.24222,7.2424,8648.0,7.2448,8648
2024-04-29 16:00:00,7.24238,7.24249,7.234,7.23733,11358.0,7.2381,11358
2024-04-29 17:00:00,7.23729,7.24094,7.2364,7.24068,9705.0,7.2392,9705
2024-04-29 18:00:00,7.2405,7.24096,7.2384,7.23854,8711.0,7.2398,8711
2024-04-29 19:00:00,7.23852,7.24047,7.2375,7.23895,7001.0,7.2391,7001
2024-04-29 20:00:00,7.23901,7.24422,7.23855,7.24313,4451.0,7.2415,4451
2024-04-29 21:00:00,7.24313,7.24394,7.23743,7.24143,1067.0,7.2419,1067
2024-04-29 22:00:00,7.24272,7.24361,7.24129,7.24341,3151.0,7.2429,3151
2024-04-29 23:00:00,7.2429,7.24466,7.24224,7.24277,3134.0,7.2428,3134
2024-04-30 00:00:00,7.24325,7.24549,7.24272,7.24443,7551.0,7.244,7551
2024-04-30 01:00:00,7.24441,7.24832,7.24073,7.24778,10878.0,7.2455,10878
2024-04-30 02:00:00,7.24776,7.25263,7.24722,7.25084,9688.0,7.2503,9688
2024-04-30 03:00:00,7.25076,7.25324,7.25028,7.25217,7110.0,7.2522,7110
2024-04-30 04:00:00,7.25217,7.25396,7.25172,7.25376,4543.0,7.2527,4543
2024-04-30 05:00:00,7.2537,7.25516,7.2523,7.25461,7541.0,7.2538,7541
2024-04-30 06:00:00,7.25465,7.2572,7.25357,7.25714,10106.0,7.255,10106
2024-04-30 07:00:00,7.25714,7.25724,7.25135,7.25318,10654.0,7.2545,10654
2024-04-30 08:00:00,7.2532,7.25351,7.2491,7.25191,8643.0,7.2518,8643
2024-04-30 09:00:00,7.25189,7.25212,7.24578,7.24753,9122.0,7.2487,9122
2024-04-30 10:00:00,7.24757,7.24879,7.2471,7.24841,7055.0,7.248,7055
2024-04-30 11:00:00,7.24873,7.25059,7.24821,7.24893,6866.0,7.2494,6866
2024-04-30 12:00:00,7.24921,7.25591,7.24811,7.25402,13338.0,7.2523,13338
2024-04-30 13:00:00,7.25404,7.25515,7.2488,7.25065,13724.0,7.2522,13724
2024-04-30 14:00:00,7.25046,7.25375,7.24853,7.25277,14471.0,7.2507,14471
2024-04-30 15:00:00,7.2527,7.25402,7.238,7.25288,12077.0,7.2524,12077
2024-04-30 16:00:00,7.2531,7.25445,7.25259,7.25388,8609.0,7.2537,8609
2024-04-30 17:00:00,7.25384,7.25447,7.25195,7.25338,6125.0,7.2534,6125
2024-04-30 18:00:00,7.25336,7.25562,7.2526,7.25537,5925.0,7.2543,5925
2024-04-30 19:00:00,7.25531,7.25541,7.25299,7.25375,6984.0,7.2545,6984
2024-04-30 20:00:00,7.25346,7.25533,7.2519,7.25493,10306.0,7.2535,10306
2024-04-30 21:00:00,7.25493,7.25495,7.25232,7.2525,1236.0,7.2538,1236
2024-04-30 22:00:00,7.25409,7.25473,7.25075,7.25318,4832.0,7.253,4832
2024-04-30 23:00:00,7.25236,7.25416,7.25236,7.25339,4260.0,7.2531,4260
2024-05-01 00:00:00,7.25366,7.25456,7.25215,7.25286,5087.0,7.2533,5087
2024-05-01 01:00:00,7.25288,7.25486,7.24926,7.2503,5170.0,7.2515,5170
2024-05-01 02:00:00,7.25053,7.25208,7.24915,7.25011,3779.0,7.2506,3779
2024-05-01 03:00:00,7.25009,7.2539,7.24801,7.24893,3353.0,7.2497,3353
2024-05-01 04:00:00,7.2492,7.2492,7.2492,7.2492,3.0,7.2492,3
2024-05-01 05:00:00,7.24921,7.25007,7.24891,7.24951,1416.0,7.2494,1416
2024-05-01 06:00:00,7.24953,7.25026,7.24785,7.24992,5727.0,7.2493,5727
2024-05-01 07:00:00,7.24994,7.24994,7.2441,7.24617,7122.0,7.2472,7122
